Day Index,Users,Pageviews
2016-14-09,1746,6334
2016-15-09,1676,5627
2016-16-09,1474,5073
2016-17-09,964,3477
2016-18-09,1096,3745
2016-19-09,1647,5540
2016-20-09,1681,5765
2016-21-09,1793,6330
2016-22-09,1621,5105
2016-23-09,1403,5308
2016-24-09,847,2761
2016-25-09,991,3534
2016-26-09,1846,6176
2016-27-09,1838,6321
2016-28-09,1994,7331
2016-29-09,2105,7940
2016-30-09,1561,5889
2016-01-10,1165,4163
2016-02-10,1361,6203
2016-03-10,2126,8531
2016-04-10,2115,8851
2016-05-10,1905,6884
2016-06-10,1928,7484
2016-07-10,1603,5648
2016-08-10,1095,4899
2016-09-10,1116,3814
2016-10-10,1751,6432
2016-11-10,1915,7746
2016-12-10,2204,8933
2016-13-10,2252,8363
2016-14-10,1751,6520
2016-15-10,1151,4314
2016-16-10,1213,4819
2016-17-10,2052,7142
2016-18-10,2153,8151
2016-19-10,2585,8439
2016-20-10,2186,8442
2016-21-10,1892,6651
2016-22-10,1111,3805
2016-23-10,1410,5255
2016-24-10,2099,8427
2016-25-10,2135,8388
2016-26-10,2184,7836
2016-27-10,1712,5891
2016-28-10,1757,6178
2016-29-10,1088,4398
2016-30-10,1148,4175
2016-31-10,1488,5402
2016-01-11,1523,5745
2016-02-11,2058,7609
2016-03-11,2342,7684
2016-04-11,2090,7464
2016-05-11,1365,4995
2016-06-11,1195,3677
2016-07-11,1855,6319
2016-08-11,2152,7918
2016-09-11,1822,6941
2016-10-11,1876,7368
2016-11-11,1515,5953
2016-12-11,1294,5605
2016-13-11,1371,6144
2016-14-11,2196,8181
2016-15-11,2380,9411
2016-16-11,2436,9287
2016-17-11,2433,9630
2016-18-11,2203,8155
2016-19-11,1568,6349
2016-20-11,2096,7450
2016-21-11,2793,10204
2016-22-11,5353,36473
2016-23-11,8357,59948
2016-24-11,5099,29365
2016-25-11,3636,16752
2016-26-11,1964,8777
2016-27-11,2473,9744
2016-28-11,3345,13735
2016-29-11,3184,12218
2016-30-11,3454,14441
2016-01-12,3052,12310
2016-02-12,2759,11398
2016-03-12,2158,9836
2016-04-12,1781,7529
2016-05-12,2642,11975
2016-06-12,3026,11585
2016-07-12,2577,9645
2016-08-12,2348,9004
2016-09-12,2578,8990
2016-10-12,1471,5723
2016-11-12,1593,6858
2016-12-12,2365,9649
2016-13-12,2917,11257
2016-14-12,2590,9941
2016-15-12,2456,9621
2016-16-12,1914,7973
2016-17-12,1355,5886
2016-18-12,1463,6247
2016-19-12,2208,10414
2016-20-12,2116,9503
2016-21-12,1915,7796
2016-22-12,1638,6429
2016-23-12,1283,5000
2016-24-12,723,2761
2016-25-12,681,2724
2016-26-12,1121,5333
2016-27-12,1348,5964
2016-28-12,1254,4494
2016-29-12,1151,4802
2016-30-12,1169,4937
2016-31-12,735,2726
2017-01-01,615,2241
2017-02-01,1421,5662
2017-03-01,1948,7725
2017-04-01,2175,9085
2017-05-01,2247,8502
2017-06-01,2132,7704
2017-07-01,1201,3818
2017-08-01,1366,4759
2017-09-01,2277,8481
2017-10-01,2428,9269
2017-11-01,2249,8131
2017-12-01,2305,8177
2017-13-01,1948,7837
2017-14-01,1536,5949
2017-15-01,1747,7314
2017-16-01,2449,8786
2017-17-01,2437,8912
2017-18-01,2466,9474
2017-19-01,2662,10601
2017-20-01,2283,9268
2017-21-01,1592,6241
2017-22-01,2197,9232
2017-23-01,3104,13477
2017-24-01,2918,12367
2017-25-01,4340,20552
2017-26-01,5268,26152
2017-27-01,6712,39543
2017-28-01,3472,18370
2017-29-01,3221,13772
2017-30-01,4349,19701
2017-31-01,4475,20948
2017-01-02,5480,24323
2017-02-02,4747,21054
2017-03-02,4221,20251
2017-04-02,3258,15304
2017-05-02,3424,17147
2017-06-02,4979,25520
2017-07-02,4968,24581
2017-08-02,5437,26646
2017-09-02,5113,23911
2017-10-02,5285,25255
2017-11-02,4155,22631
2017-12-02,4479,25875
2017-13-02,5454,30086
2017-14-02,5609,27891
2017-15-02,5128,25291
2017-16-02,4606,22082
2017-17-02,4294,22226
2017-18-02,3543,17962
2017-19-02,3646,18985
2017-20-02,5344,29200
2017-21-02,5058,25093
2017-22-02,6176,30177
2017-23-02,5096,24193
2017-24-02,4383,21236
2017-25-02,3630,17410
2017-26-02,3917,19708
2017-27-02,5619,28392
2017-28-02,6170,28313
2017-01-03,6375,29331
2017-02-03,5370,25015
2017-03-03,4992,25194
2017-04-03,4341,21790
2017-05-03,4775,21762
2017-06-03,5800,29411
2017-07-03,5884,30425
2017-08-03,4983,25706
2017-09-03,4994,26090
2017-10-03,12780,89179
2017-11-03,5199,33497
2017-12-03,5047,28916
2017-13-03,5979,32413
2017-14-03,5443,28524
2017-15-03,4963,26264
2017-16-03,4168,21591
2017-17-03,3702,18028
2017-18-03,4126,22993
2017-19-03,4126,22845
2017-20-03,5026,25624
2017-21-03,5290,25300
2017-22-03,5058,25293
2017-23-03,4955,23839
2017-24-03,4249,20129
2017-25-03,3239,16009
2017-26-03,2961,13810
2017-27-03,3971,19026
2017-28-03,3670,17342
2017-29-03,3555,16747
2017-30-03,3318,15083
2017-31-03,3804,20360
2017-01-04,3049,15427
2017-02-04,3286,16152
2017-03-04,4017,19290
2017-04-04,3727,16827
2017-05-04,3478,15636
2017-06-04,3521,15872
2017-07-04,3102,13267
2017-08-04,2256,10028
2017-09-04,2198,10101
2017-10-04,3063,13752
2017-11-04,2897,12285
2017-12-04,2921,13455
2017-13-04,2714,11594
2017-14-04,2604,11282
2017-15-04,2095,9281
2017-16-04,1973,8278
2017-17-04,2571,11813
2017-18-04,2829,12686
2017-19-04,3082,13782
2017-20-04,3005,12796
2017-21-04,2613,10948
2017-22-04,2219,9236
2017-23-04,4351,16672
2017-24-04,7040,26577
2017-25-04,5455,23488
2017-26-04,4914,22051
2017-27-04,4509,19152
2017-28-04,3943,16431
2017-29-04,3427,13901
2017-30-04,4031,16112
2017-01-05,4234,19486
2017-02-05,4476,20148
2017-03-05,4107,17786
2017-04-05,3963,16588
2017-05-05,4299,18054
2017-06-05,4607,19656
2017-07-05,10111,41599
2017-08-05,15890,70037
2017-09-05,15462,69085
2017-10-05,13103,58673
2017-11-05,34519,131474
2017-12-05,27838,118717
2017-13-05,13905,60700
