Day Index,Users,Pageviews
2015-27-01,677,1968
2015-28-01,1155,4030
2015-29-01,3153,23508
2015-30-01,1526,8034
2015-31-01,709,4919
2015-01-02,553,2638
2015-02-02,797,2997
2015-03-02,806,3367
2015-04-02,793,3414
2015-05-02,750,2694
2015-06-02,627,1895
2015-07-02,329,1151
2015-08-02,458,1448
2015-09-02,673,2051
2015-10-02,692,2211
2015-11-02,630,2030
2015-12-02,770,2381
2015-13-02,625,1897
2015-14-02,341,1042
2015-15-02,451,1484
2015-16-02,855,2607
2015-17-02,736,2228
2015-18-02,726,2296
2015-19-02,686,1685
2015-20-02,566,1909
2015-21-02,336,1125
2015-22-02,330,1096
2015-23-02,633,1773
2015-24-02,634,1715
2015-25-02,658,1883
2015-26-02,619,1969
2015-27-02,507,1488
2015-28-02,285,822
2015-01-03,330,1068
2015-02-03,560,1716
2015-03-03,793,2301
2015-04-03,659,2067
2015-05-03,666,2015
2015-06-03,512,1533
2015-07-03,268,628
2015-08-03,324,1060
2015-09-03,660,1758
2015-10-03,714,2095
2015-11-03,833,3470
2015-12-03,891,3300
2015-13-03,688,1917
2015-14-03,339,898
2015-15-03,346,955
2015-16-03,627,1912
2015-17-03,678,2067
2015-18-03,670,1946
2015-19-03,666,2062
2015-20-03,596,1867
2015-21-03,408,1302
2015-22-03,489,1289
2015-23-03,709,1846
2015-24-03,662,1844
2015-25-03,614,2127
2015-26-03,581,1632
2015-27-03,559,1744
2015-28-03,284,869
2015-29-03,468,1758
2015-30-03,845,2389
2015-31-03,805,2410
2015-01-04,743,2186
2015-02-04,762,2285
2015-03-04,692,2136
2015-04-04,336,1053
2015-05-04,283,812
2015-06-04,312,899
2015-07-04,825,2461
2015-08-04,694,1997
2015-09-04,669,1861
2015-10-04,589,1818
2015-11-04,317,950
2015-12-04,296,821
2015-13-04,614,1862
2015-14-04,729,2231
2015-15-04,1325,5320
2015-16-04,980,3585
2015-17-04,675,2384
2015-18-04,269,850
2015-19-04,274,854
2015-20-04,581,1642
2015-21-04,575,1476
2015-22-04,532,1728
2015-23-04,519,1776
2015-24-04,428,1211
2015-25-04,252,589
2015-26-04,259,577
2015-27-04,603,1491
2015-28-04,576,1956
2015-29-04,589,1655
2015-30-04,452,1167
2015-01-05,284,688
2015-02-05,226,556
2015-03-05,253,609
2015-04-05,609,1980
2015-05-05,725,1906
2015-06-05,686,1983
2015-07-05,649,1542
2015-08-05,366,1002
2015-09-05,281,1084
2015-10-05,230,553
2015-11-05,531,1549
2015-12-05,570,2491
2015-13-05,750,3097
2015-14-05,2957,12326
2015-15-05,1014,3485
2015-16-05,351,1106
2015-17-05,274,715
2015-18-05,709,2131
2015-19-05,721,2419
2015-20-05,699,2421
2015-21-05,628,1938
2015-22-05,531,1937
2015-23-05,240,799
2015-24-05,203,520
2015-25-05,340,1138
2015-26-05,682,2279
2015-27-05,640,2137
2015-28-05,594,1870
2015-29-05,512,1507
2015-30-05,221,599
2015-31-05,250,760
2015-01-06,714,2271
2015-02-06,709,2066
2015-03-06,644,2252
2015-04-06,582,2282
2015-05-06,439,1419
2015-06-06,218,648
2015-07-06,221,546
2015-08-06,681,1911
2015-09-06,614,1955
2015-10-06,622,1936
2015-11-06,676,2022
2015-12-06,588,2109
2015-13-06,270,780
2015-14-06,277,717
2015-15-06,695,2153
2015-16-06,640,2182
2015-17-06,575,1700
2015-18-06,596,1947
2015-19-06,510,1415
2015-20-06,234,656
2015-21-06,220,728
2015-22-06,614,1904
2015-23-06,655,2177
2015-24-06,553,1795
2015-25-06,571,1713
2015-26-06,493,1534
2015-27-06,195,633
2015-28-06,192,590
2015-29-06,509,1432
2015-30-06,566,1902
2015-01-07,480,1395
2015-02-07,506,1789
2015-03-07,488,1612
2015-04-07,248,780
2015-05-07,208,701
2015-06-07,481,1711
2015-07-07,538,1529
2015-08-07,468,1525
2015-09-07,487,1257
2015-10-07,429,1415
2015-11-07,172,317
2015-12-07,187,539
2015-13-07,317,954
2015-14-07,221,478
2015-15-07,310,717
2015-16-07,390,1219
2015-17-07,357,1003
2015-18-07,239,638
2015-19-07,305,932
2015-20-07,568,1381
2015-21-07,475,1766
2015-22-07,441,1389
2015-23-07,427,1550
2015-24-07,372,1230
2015-25-07,166,506
2015-26-07,195,449
2015-27-07,391,1310
2015-28-07,381,1251
2015-29-07,361,990
2015-30-07,375,1164
2015-31-07,286,969
2015-01-08,149,608
2015-02-08,124,313
2015-03-08,272,689
2015-04-08,319,812
2015-05-08,265,856
2015-06-08,288,755
2015-07-08,260,770
2015-08-08,163,462
2015-09-08,151,318
2015-10-08,24,42
2015-11-08,15,18
2015-12-08,114,294
2015-13-08,305,1028
2015-14-08,303,801
2015-15-08,51,120
2015-16-08,107,217
2015-17-08,321,889
2015-18-08,330,890
2015-19-08,319,780
2015-20-08,334,891
2015-21-08,288,980
2015-22-08,131,316
2015-23-08,198,533
2015-24-08,414,1214
2015-25-08,375,1374
2015-26-08,362,1042
2015-27-08,415,1024
2015-28-08,437,1165
2015-29-08,160,353
2015-30-08,176,410
2015-31-08,449,1079
2015-01-09,486,1406
2015-02-09,492,1493
2015-03-09,512,1544
2015-04-09,479,1262
2015-05-09,242,613
2015-06-09,241,697
2015-07-09,535,1374
2015-08-09,540,1505
2015-09-09,522,1496
2015-10-09,544,1646
2015-11-09,489,1303
2015-12-09,275,737
2015-13-09,303,770
2015-14-09,595,1653
2015-15-09,536,1640
2015-16-09,557,1541
2015-17-09,632,1637
2015-18-09,526,1701
2015-19-09,271,903
2015-20-09,210,607
2015-21-09,543,1768
2015-22-09,564,1559
2015-23-09,527,1547
2015-24-09,607,2001
2015-25-09,472,1584
2015-26-09,177,486
2015-27-09,219,677
2015-28-09,575,1749
2015-29-09,709,2682
2015-30-09,747,2691
2015-01-10,1394,7526
2015-02-10,586,1727
2015-03-10,1089,5527
2015-04-10,259,1020
2015-05-10,640,1995
2015-06-10,617,1868
2015-07-10,464,1454
2015-08-10,459,1510
2015-09-10,534,1472
2015-10-10,248,575
2015-11-10,249,640
2015-12-10,598,1807
2015-13-10,598,1747
2015-14-10,595,1836
2015-15-10,599,1741
2015-16-10,505,1600
2015-17-10,254,664
2015-18-10,279,699
2015-19-10,687,2213
2015-20-10,750,2257
2015-21-10,603,2001
2015-22-10,610,1827
2015-23-10,511,1618
2015-24-10,307,912
2015-25-10,298,811
2015-26-10,588,1435
2015-27-10,579,1787
2015-28-10,710,2162
2015-29-10,608,1791
2015-30-10,517,1516
2015-31-10,240,517
2015-01-11,283,748
2015-02-11,604,1680
2015-03-11,821,2628
2015-04-11,606,1872
2015-05-11,593,1743
2015-06-11,518,1501
2015-07-11,242,596
2015-08-11,275,766
2015-09-11,678,1863
2015-10-11,580,1512
2015-11-11,370,882
2015-12-11,571,1587
2015-13-11,546,1744
2015-14-11,213,622
2015-15-11,289,716
2015-16-11,589,1323
2015-17-11,515,1468
2015-18-11,506,1509
2015-19-11,490,1496
2015-20-11,483,1449
2015-21-11,210,637
2015-22-11,268,620
2015-23-11,580,1517
2015-24-11,565,1533
2015-25-11,546,1652
2015-26-11,584,1635
2015-27-11,460,1589
2015-28-11,279,949
2015-29-11,276,718
2015-30-11,617,1564
2015-01-12,592,1845
2015-02-12,527,1511
2015-03-12,567,1758
2015-04-12,497,1442
2015-05-12,271,781
2015-06-12,329,934
2015-07-12,652,1755
2015-08-12,698,2104
2015-09-12,753,2305
2015-10-12,647,1938
2015-11-12,508,1364
2015-12-12,276,872
2015-13-12,351,860
2015-14-12,587,1447
2015-15-12,651,2105
2015-16-12,1025,2905
2015-17-12,903,2493
2015-18-12,607,2007
2015-19-12,269,832
2015-20-12,279,802
2015-21-12,508,1441
2015-22-12,524,1647
2015-23-12,446,1355
2015-24-12,316,907
2015-25-12,176,377
2015-26-12,230,690
2015-27-12,224,697
2015-28-12,373,1199
2015-29-12,407,1205
2015-30-12,382,1266
2015-31-12,259,717
2016-01-01,200,517
2016-02-01,207,599
2016-03-01,246,737
2016-04-01,571,1379
2016-05-01,667,1856
2016-06-01,677,2314
2016-07-01,654,1652
2016-08-01,1106,4310
2016-09-01,1291,6250
2016-10-01,491,1789
2016-11-01,873,3002
2016-12-01,798,2467
2016-13-01,751,2478
2016-14-01,1189,4766
2016-15-01,712,2002
2016-16-01,377,1003
2016-17-01,361,1107
2016-18-01,749,2375
2016-19-01,733,2263
2016-20-01,754,2069
2016-21-01,745,2161
2016-22-01,637,2851
2016-23-01,338,1006
2016-24-01,313,799
2016-25-01,668,2369
2016-26-01,747,2633
2016-27-01,728,2089
2016-28-01,649,2013
2016-29-01,530,1470
2016-30-01,276,669
2016-31-01,306,813
2016-01-02,616,1584
2016-02-02,689,1909
2016-03-02,668,2149
2016-04-02,697,1889
2016-05-02,568,1584
2016-06-02,258,556
2016-07-02,306,884
2016-08-02,576,1498
2016-09-02,609,1674
2016-10-02,519,1399
2016-11-02,680,1779
2016-12-02,514,1537
2016-13-02,265,775
2016-14-02,299,850
2016-15-02,574,1433
2016-16-02,563,1468
2016-17-02,586,1664
2016-18-02,563,1599
2016-19-02,424,1103
2016-20-02,210,462
2016-21-02,317,802
2016-22-02,550,1438
2016-23-02,530,1860
2016-24-02,514,2484
2016-25-02,507,2031
2016-26-02,439,1639
2016-27-02,259,712
2016-28-02,327,1192
2016-29-02,614,2453
2016-01-03,651,2213
2016-02-03,608,2153
2016-03-03,653,1992
2016-04-03,507,1520
2016-05-03,304,1209
2016-06-03,292,771
2016-07-03,605,1640
2016-08-03,602,1631
2016-09-03,572,1651
2016-10-03,552,1997
2016-11-03,507,1611
2016-12-03,221,606
2016-13-03,337,821
2016-14-03,573,2055
2016-15-03,591,1425
2016-16-03,679,2250
2016-17-03,618,2038
2016-18-03,516,1389
2016-19-03,270,680
2016-20-03,299,816
2016-21-03,543,1466
2016-22-03,552,1514
2016-23-03,531,1421
2016-24-03,369,1149
2016-25-03,523,1390
2016-26-03,366,902
2016-27-03,315,810
2016-28-03,327,911
2016-29-03,588,1694
2016-30-03,562,1474
2016-31-03,455,1176
2016-01-04,448,1115
2016-02-04,259,724
2016-03-04,357,966
2016-04-04,527,1404
2016-05-04,578,1927
2016-06-04,662,1897
2016-07-04,595,1667
2016-08-04,484,1370
2016-09-04,258,603
2016-10-04,267,745
2016-11-04,517,1460
2016-12-04,490,1258
2016-13-04,572,1435
2016-14-04,481,1259
2016-15-04,411,1141
2016-16-04,259,640
2016-17-04,206,502
2016-18-04,483,1437
2016-19-04,494,1695
2016-20-04,458,1577
2016-21-04,529,1451
2016-22-04,397,962
2016-23-04,227,531
2016-24-04,236,882
2016-25-04,460,1329
2016-26-04,702,2009
2016-27-04,768,2020
2016-28-04,840,2775
2016-29-04,445,1305
2016-30-04,297,992
2016-01-05,271,705
2016-02-05,508,1422
2016-03-05,551,1563
2016-04-05,445,1666
2016-05-05,217,609
2016-06-05,300,898
2016-07-05,299,894
2016-08-05,280,781
2016-09-05,667,1958
2016-10-05,637,2032
2016-11-05,623,1956
2016-12-05,662,1886
2016-13-05,616,1817
2016-14-05,386,1100
2016-15-05,434,1326
2016-16-05,427,1218
2016-17-05,709,2085
2016-18-05,685,2264
2016-19-05,579,1888
2016-20-05,490,1470
2016-21-05,259,669
2016-22-05,601,1124
2016-23-05,571,1511
2016-24-05,557,1389
2016-25-05,486,1226
2016-26-05,428,1299
2016-27-05,380,1123
2016-28-05,255,760
2016-29-05,352,1106
2016-30-05,625,2061
2016-31-05,619,1939
2016-01-06,547,1569
2016-02-06,570,1876
2016-03-06,445,1179
2016-04-06,245,611
2016-05-06,266,799
2016-06-06,536,1440
2016-07-06,548,1541
2016-08-06,546,1655
2016-09-06,495,1440
2016-10-06,432,1087
2016-11-06,190,468
2016-12-06,249,782
2016-13-06,591,1565
2016-14-06,545,1547
2016-15-06,432,1468
2016-16-06,533,1764
2016-17-06,461,1335
2016-18-06,245,702
2016-19-06,243,645
2016-20-06,520,1608
2016-21-06,519,1958
2016-22-06,464,1715
2016-23-06,461,1396
2016-24-06,384,897
2016-25-06,174,570
2016-26-06,191,443
2016-27-06,433,1349
2016-28-06,488,1592
2016-29-06,448,1232
2016-30-06,465,1282
2016-01-07,400,927
2016-02-07,181,533
2016-03-07,207,559
2016-04-07,422,1274
2016-05-07,454,1313
2016-06-07,416,1254
2016-07-07,386,1153
2016-08-07,311,829
2016-09-07,146,298
2016-10-07,146,367
2016-11-07,388,1168
2016-12-07,439,1206
2016-13-07,366,938
2016-14-07,191,560
2016-15-07,212,510
2016-16-07,146,304
2016-17-07,153,393
2016-18-07,398,1101
2016-19-07,416,1093
2016-20-07,434,1331
2016-21-07,406,1192
2016-22-07,375,828
2016-23-07,54,128
2016-24-07,68,206
2016-25-07,332,772
2016-26-07,354,919
2016-27-07,322,882
2016-28-07,291,749
2016-29-07,245,605
2016-30-07,20,30
2016-31-07,8,9
2016-01-08,31,76
2016-02-08,23,33
2016-03-08,21,37
2016-04-08,332,1067
2016-05-08,258,674
2016-06-08,120,367
2016-07-08,132,389
2016-08-08,233,680
2016-09-08,260,628
2016-10-08,268,810
2016-11-08,215,480
2016-12-08,199,454
2016-13-08,115,269
2016-14-08,97,239
2016-15-08,128,336
2016-16-08,229,669
2016-17-08,259,751
2016-18-08,302,800
2016-19-08,82,193
2016-20-08,124,317
2016-21-08,166,479
2016-22-08,300,894
2016-23-08,302,781
2016-24-08,321,777
2016-25-08,317,919
2016-26-08,251,569
2016-27-08,55,114
2016-28-08,146,410
2016-29-08,369,1054
2016-30-08,403,1069
2016-31-08,349,950
2016-01-09,401,1305
2016-02-09,370,942
2016-03-09,190,431
2016-04-09,193,467
2016-05-09,412,991
2016-06-09,433,1164
2016-07-09,432,1095
2016-08-09,419,869
2016-09-09,378,1073
2016-10-09,201,493
2016-11-09,232,540
2016-12-09,471,1214
2016-13-09,533,1688
2016-14-09,509,1534
2016-15-09,348,989
2016-16-09,387,1251
2016-17-09,264,633
2016-18-09,253,687
2016-19-09,463,1265
2016-20-09,486,1341
2016-21-09,459,1291
2016-22-09,454,1310
2016-23-09,444,1368
2016-24-09,213,561
2016-25-09,207,517
2016-26-09,498,1365
2016-27-09,473,1314
2016-28-09,451,1353
2016-29-09,489,1339
2016-30-09,387,1088
2016-01-10,191,460
2016-02-10,224,688
2016-03-10,505,1324
2016-04-10,578,1566
2016-05-10,509,1699
2016-06-10,496,1400
2016-07-10,434,1206
2016-08-10,206,494
2016-09-10,259,629
2016-10-10,514,1494
2016-11-10,482,1516
2016-12-10,550,1947
2016-13-10,464,1771
2016-14-10,386,1148
2016-15-10,304,930
2016-16-10,248,717
2016-17-10,500,1417
2016-18-10,557,1525
2016-19-10,509,1777
2016-20-10,210,586
2016-21-10,448,1370
2016-22-10,227,612
2016-23-10,224,694
2016-24-10,462,1460
2016-25-10,487,1390
2016-26-10,464,1368
2016-27-10,466,1307
2016-28-10,392,1235
2016-29-10,195,588
2016-30-10,161,438
2016-31-10,72,139
2016-01-11,237,486
2016-02-11,458,1444
2016-03-11,329,841
2016-04-11,314,833
2016-05-11,168,433
2016-06-11,223,640
2016-07-11,515,1304
2016-08-11,449,1237
2016-09-11,388,858
2016-10-11,429,1106
2016-11-11,248,642
2016-12-11,242,614
2016-13-11,261,660
2016-14-11,479,1676
2016-15-11,619,1771
2016-16-11,522,1405
2016-17-11,669,1653
2016-18-11,468,1184
2016-19-11,283,773
2016-20-11,289,1024
2016-21-11,539,1350
2016-22-11,624,1869
2016-23-11,610,2055
2016-24-11,529,1559
2016-25-11,492,1530
2016-26-11,246,628
2016-27-11,316,725
2016-28-11,543,1553
2016-29-11,553,1583
2016-30-11,550,1790
2016-01-12,417,1011
2016-02-12,417,1150
2016-03-12,272,917
2016-04-12,282,832
2016-05-12,517,1298
2016-06-12,503,1507
2016-07-12,507,1483
2016-08-12,454,1267
2016-09-12,463,1487
2016-10-12,271,623
2016-11-12,358,937
2016-12-12,481,1241
2016-13-12,617,1844
2016-14-12,522,1570
2016-15-12,501,1441
2016-16-12,464,1322
2016-17-12,225,617
2016-18-12,230,580
2016-19-12,436,1648
2016-20-12,497,1683
2016-21-12,444,1343
2016-22-12,387,1236
2016-23-12,305,1112
2016-24-12,142,367
2016-25-12,129,338
2016-26-12,274,789
2016-27-12,294,755
2016-28-12,318,963
2016-29-12,284,789
2016-30-12,260,919
2016-31-12,146,349
2017-01-01,25,48
2017-02-01,380,1185
2017-03-01,475,1329
2017-04-01,501,1499
2017-05-01,492,1370
2017-06-01,439,1232
2017-07-01,271,766
2017-08-01,281,842
2017-09-01,617,1805
2017-10-01,661,2184
2017-11-01,589,1844
2017-12-01,551,1445
2017-13-01,474,1180
2017-14-01,289,811
2017-15-01,298,830
2017-16-01,560,1706
2017-17-01,569,1771
2017-18-01,552,1456
2017-19-01,459,1451
2017-20-01,474,1260
2017-21-01,286,739
2017-22-01,281,666
2017-23-01,538,1629
2017-24-01,568,1580
2017-25-01,617,1707
2017-26-01,668,1840
2017-27-01,1091,3810
2017-28-01,849,3243
2017-29-01,597,1922
2017-30-01,738,2363
2017-31-01,1005,3597
2017-01-02,2080,8759
2017-02-02,1721,7202
2017-03-02,946,3758
2017-04-02,962,3682
2017-05-02,878,3860
2017-06-02,797,2544
2017-07-02,805,2872
2017-08-02,869,3182
2017-09-02,837,3047
2017-10-02,639,2138
2017-11-02,387,1340
2017-12-02,420,1390
2017-13-02,632,1925
2017-14-02,635,2290
2017-15-02,605,2140
2017-16-02,590,1710
2017-17-02,530,1601
2017-18-02,318,908
2017-19-02,317,1165
2017-20-02,527,1583
2017-21-02,522,1518
2017-22-02,713,2267
2017-23-02,698,1879
2017-24-02,551,1740
2017-25-02,323,1111
2017-26-02,363,1141
2017-27-02,512,1389
2017-28-02,582,1740
2017-01-03,643,1763
2017-02-03,612,1805
2017-03-03,550,1579
2017-04-03,342,976
2017-05-03,484,1391
2017-06-03,572,1783
2017-07-03,446,1128
2017-08-03,359,961
2017-09-03,414,1281
2017-10-03,748,3368
2017-11-03,367,1473
2017-12-03,467,1497
2017-13-03,559,1671
2017-14-03,562,1736
2017-15-03,501,1390
2017-16-03,499,1347
2017-17-03,406,1115
2017-18-03,275,820
2017-19-03,305,1038
2017-20-03,467,1235
2017-21-03,457,1346
2017-22-03,518,1520
2017-23-03,461,1379
2017-24-03,439,1122
2017-25-03,237,717
2017-26-03,269,715
2017-27-03,440,1257
2017-28-03,418,1253
2017-29-03,388,1171
2017-30-03,378,1264
2017-31-03,305,821
2017-01-04,215,495
2017-02-04,255,674
2017-03-04,366,1002
2017-04-04,379,1242
2017-05-04,345,933
2017-06-04,349,940
2017-07-04,240,545
2017-08-04,132,259
2017-09-04,173,525
2017-10-04,371,946
2017-11-04,377,1011
2017-12-04,308,912
2017-13-04,356,934
2017-14-04,312,798
2017-15-04,184,448
2017-16-04,203,542
2017-17-04,191,529
2017-18-04,364,1093
2017-19-04,360,997
2017-20-04,352,941
2017-21-04,307,804
2017-22-04,190,556
2017-23-04,249,598
2017-24-04,460,1346
2017-25-04,460,1135
2017-26-04,404,1183
2017-27-04,347,904
2017-28-04,304,730
2017-29-04,180,498
2017-30-04,204,574
2017-01-05,255,666
2017-02-05,383,958
2017-03-05,324,839
2017-04-05,370,909
2017-05-05,318,921
2017-06-05,246,664
2017-07-05,360,917
2017-08-05,521,1299
2017-09-05,504,1339
2017-10-05,472,1552
2017-11-05,659,1835
2017-12-05,512,1679
2017-13-05,312,910
